iter	Accuracy	MultiClass
898	1	0.09667181729
899	1	0.09658993146
900	1	0.09652044701
901	1	0.09642535443
902	1	0.09636480892
903	1	0.09623036148
904	1	0.09610004202
905	1	0.09601542055
906	1	0.09580770958
907	1	0.09571274077
908	1	0.09560406701
909	1	0.09545362485
910	1	0.09533247773
911	1	0.09515712842
912	1	0.0950781938
913	1	0.09489916938
914	1	0.09481012175
915	1	0.09471741566
916	1	0.09458875202
917	1	0.09443798312
918	1	0.09433976394
919	1	0.09418855075
920	1	0.0941039999
921	1	0.09400535949
922	1	0.0939699461
923	1	0.09390758463
924	1	0.09382853692
925	1	0.09372918059
926	1	0.09367012117
927	1	0.09357189654
928	1	0.09330826431
929	1	0.0931383477
930	1	0.09297569105
931	1	0.09284248637
932	1	0.09276958467
933	1	0.0926743173
934	1	0.09259610902
935	1	0.09250302151
936	1	0.09234886781
937	1	0.09220246524
938	1	0.09207125819
939	1	0.09196664693
940	1	0.09190944611
941	1	0.09178050744
942	1	0.09158107081
943	1	0.09141009795
944	1	0.09135784361
945	1	0.09128923815
946	1	0.09116210285
947	1	0.09103642798
948	1	0.09091937465
949	1	0.09082803884
950	1	0.09060778872
951	1	0.09051622744
952	1	0.09041451361
953	1	0.09030456239
954	1	0.09008338858
955	1	0.08992553962
956	1	0.08964747271
957	1	0.08958868354
958	1	0.08942077108
959	1	0.08917773741
960	1	0.08908182002
961	1	0.08884216542
962	1	0.08880342862
963	1	0.08865571812
964	1	0.08848107409
965	1	0.08835061316
966	1	0.08815239029
967	1	0.08804274977
968	1	0.08794237651
969	1	0.08787911878
970	1	0.08781749101
971	1	0.0876858047
972	1	0.08751170988
973	1	0.08747974728
974	1	0.08740131185
975	1	0.0872010817
976	1	0.08707506744
977	1	0.08704670546
978	1	0.08694806153
979	1	0.08686412344
980	1	0.08664987307
981	1	0.08655534259
982	1	0.08644907797
983	1	0.0863669574
984	1	0.08624566145
985	1	0.08618022819
986	1	0.08609154359
987	1	0.08593211026
988	1	0.08591144824
989	1	0.08579864031
990	1	0.08553851788
991	1	0.08549961918
992	1	0.08540183469
993	1	0.08529523285
994	1	0.08522617619
995	1	0.08515974315
996	1	0.08499031823
997	1	0.0849005971
998	1	0.08482236166
999	1	0.08474890159
